vg_name,developer,year_released,avg_score,num_reviews
Sine Mora EX,Digital Reality/THQ Nordic,2017,80.0,6.0
SingStar Celebration,Sony Interactive Entertainment,2017,65.83,6.0
SingStar: Ultimate Party,SCEE/SCE Australia,2014,46.92,12.0
Sinner: Sacrifice for Redemption,DarkStar Games/Another Indie,2018,60.0,5.0
Siralim,Thylacine Studios,2016,80.0,1.0
Siralim 2,Thylacine Studios,2017,70.0,1.0
Skorecery,GrappleHook Games,2019,50.0,1.0
Skullgirls: 2nd Encore,Lab Zero Games/Autumn Games,2015,82.56,9.0
Skulls of the Shogun: Bone-a-Fide Edition,17-Bit,2015,81.33,3.0
Sky Force Anniversary,Infinite Dreams Inc.,2016,75.0,2.0
Sky Force Reloaded,Infinite Dreams Inc.,2017,72.14,7.0
Skyhill,Mandragora/Daedalic Entertainment,2018,40.0,1.0
SkyKeepers,Sword Twin Studios,2017,40.0,1.0
Skylanders Imaginators,Toys for Bob/Activision,2016,81.49,35.0
Skylanders SuperChargers,Vicarious Visions/Activision,2015,81.39,28.0
Skylanders Swap Force,Vicarious Visions/Activision,2013,79.67,9.0
Skylanders Trap Team,Toys for Bob/Activision,2014,77.94,35.0
Skylar & Plux: Adventure on Clover Island,Right Nice Games/Grip Games,2017,59.71,7.0
Skylight Freerange 2: Gachduine,Dragoon Entertainment Ltd.,2017,10.0,1.0
SkyScrappers,Ground Shatter Ltd.,2015,50.6,5.0
Skyworld,Vertigo Games,2019,66.67,3.0
Slain: Back from Hell,Wolf Brew Games,2016,67.14,7.0
Slay the Spire,Mega Crit Games/Humble Bundle,2019,88.0,5.0
Slayaway Camp: Butcher's Cut,Blue Wizard Digital/Digerati Distribution,2017,80.0,3.0
Sleeping Dogs: Definitive Edition,United Front Games/Square Enix,2014,75.82,17.0
Slender: The Arrival,Blue Isle Studios/Majesco,2015,57.22,9.0
"Slice, Dice & Rice",Dojo Games/Arc System Works,2018,62.5,4.0
Slime Rancher,Monomi Park/Skybound Games,2018,70.0,2.0
Slime-san: Superslime Edition,Fabraz/Headup Games,2018,81.25,8.0
Small Radios Big Televisions,Fire Face/Adult Swim,2016,59.58,12.0
Smash Hit Plunder,Triangular Pixels,2018,64.0,5.0
Smashbox Arena,BigBox VR,Inc.,57.5,6.0
SMITE,Hi-Rez Studios,2016,80.0,4.0
Smoke and Sacrifice,Solar Sail Games/Curve Digital,2019,68.12,8.0
Smoots Summer Games,Kaneda Games/JanduSoft,2019,40.0,1.0
Snake Pass,Sumo Digital,2017,68.0,15.0
Sneaky Bears,WarDucks,2017,75.0,4.0
Sniper Elite 4,Rebellion,2017,78.32,39.0
Sniper Elite III,Rebellion/505 Games,2014,68.03,29.0
Sniper Elite III: Target Hitler - Hunt the Grey Wolf,Rebellion,2014,70.0,1.0
Sniper Elite III: Ultimate Edition,Rebellion/505 Games,2015,77.6,5.0
Sniper Elite V2 Remastered,Rebellion,2019,63.0,5.0
Sniper: Ghost Warrior 3,City Interactive,2017,53.12,25.0
SNK 40th Anniversary Collection,SNK/NIS America,2019,73.57,7.0
SNK Heroines: Tag Team Frenzy,SNK Corporation/NIS America,2018,57.0,7.0
SNK Heroines: Tag Team Frenzy - Thief Arthur,SNK Corporation/NIS America,2018,70.0,1.0
Snooker 19,Lab42/Ripstone,2019,65.0,4.0
Soft Body,Bodysoft,2016,68.33,6.0
Solbrain: Knight of Darkness,LGS Productions,2016,10.0,1.0
Solo: Islands of the Heart,Team Gotham/Merge Games,2019,65.0,2.0
SolSeraph,ACE Team/Sega,2019,55.85,13.0
SOMA,Frictional Games,2015,80.33,21.0
Song of Memories,Pure Wish,2019,61.67,3.0
Song of the Deep,Insomniac Games/GameTrust,2016,70.5,30.0
Songbird Symphony,Joysteak Studios/PQube,2019,81.67,3.0
Songbringer,Wizard Fu Games/Double Eleven,2017,72.9,10.0
Sonic Forces,Sonic Team/Sega,2017,58.86,21.0
Sonic Mania,Sega,2017,87.02,40.0
Sonic Mania Plus,Sega,2018,86.15,13.0
Soul Axiom,Wales Interactive Ltd.,2016,44.29,7.0
SoulCalibur VI,Project Soul/Bandai Namco Games,2018,83.36,38.0
Sound Shapes,SCEA,2013,82.67,3.0
South Park: The Fractured But Whole,Ubisoft San Francisco/Ubisoft,2017,81.06,43.0
South Park: The Fractured But Whole - Bring the Crunch,Ubisoft San Francisco/Ubisoft,2018,66.0,1.0
South Park: The Stick of Truth,Obsidian Entertainment/Ubisoft,2016,81.0,1.0
Space Hulk Ascension,Full Control/Hoplite Research,2016,70.0,1.0
Space Hulk: Deathwing,Streum On Studio/Focus Home Interactive,2018,51.0,12.0
Space Hulk: Tactics,Cyanide/Focus Home Interactive,2018,67.83,6.0
Space Junkies,Ubisoft Montpellier/Ubisoft,2019,63.75,4.0
Space Overlords,12 Hit Combo/Excalibur Publishing,2016,20.0,1.0
Space Pirate Trainer,i-illusions,2018,78.33,3.0
Space Rift: Episode 1,Vibrant Core/Webcore Games,2016,40.0,4.0
Spacejacked,Rotten Mage,2018,83.5,2.0
Sparc,CCP/Sony Interactive Entertainment,2017,76.0,10.0
Sparkle 2,10tons,2014,75.62,8.0
Sparkle Unleashed,10tons,2015,62.5,2.0
Speakeasy,Super Soul/Gun Media,2014,25.0,3.0
Spellspire,10tons,2017,64.17,6.0
Spelunker World,Tozai Games/Square Enix,2015,62.0,2.0
Spheroids,Eclipse Games,2017,46.67,3.0
Spider-Man: Far From Home Virtual Reality,Sony Pictures Virtual Reality,2019,70.0,1.0
Spider: Rite of the Shrouded Moon,Tiger Style,2016,70.0,2.0
Spike Volleyball,Bigben Interactive,2019,30.0,1.0
Spintires: Mudrunner,Koch Media/Focus Home Interactive,2017,69.86,7.0
Spintires: MudRunner - American Wilds,Saber Interactive/Focus Home Interactive,2018,75.0,2.0
Spintires: Mudrunner - American Wilds Edition,Maximum Games,2018,75.0,1.0
Splasher,Splashteam/Plug In Digital,2017,83.0,2.0
Splice,Cipher Prime Studios,2015,76.67,6.0
SportsBarVR,Cherry Pop Games,2016,62.73,11.0
Sportsfriends,Die Gute Fabrik,2014,81.35,20.0
Sprint Vector,Survios,2018,83.86,7.0
Spy Chameleon,Unfinished Pixel,2016,65.0,2.0
Spyro Reignited Trilogy,Toys for Bob/Activision,2018,83.22,40.0
Square Heroes,Gnomic Studios,2016,60.0,1.0
Squishies,Brainseed Factory,2018,66.0,4.0
Star Hammer: The Vanguard Prophecy,Black Lab Games/Slitherine,2016,90.0,1.0
Star Ocean 3: Till the End of Time,Tri-Ace/Square Enix,2017,66.67,3.0
Star Ocean 4: The Last Hope - 4K & Full HD Remaster,Tri-Ace/Square Enix,2017,72.5,8.0
Star Ocean: Integrity and Faithlessness,Tri-Ace/Square Enix,2016,58.41,40.0
Star Trek Online,Cryptic Studios/Perfect World Entertainment,2016,73.75,4.0
Star Trek: Bridge Crew,Red Storm Entertainment/Ubisoft,2017,78.02,23.0
Star Trek: Bridge Crew The Next Generation,Red Storm Entertainment/Ubisoft,2018,85.0,2.0
Star Wars Battlefront,EA DICE/Electronic Arts,2015,74.31,44.0
Star Wars Battlefront II,EA DICE/Electronic Arts,2017,65.28,34.0
Star Wars Battlefront: Bespin,EA DICE/Electronic Arts,2016,75.0,1.0
Star Wars Battlefront: Death Star,EA DICE/Electronic Arts,2016,70.0,2.0
Star Wars Battlefront: Outer Rim,EA DICE/Electronic Arts,2016,70.0,3.0
Star Wars Battlefront: Rogue One - Scarif,EA DICE/Electronic Arts,2016,70.0,1.0
Star Wars Pinball: Heroes Within,Zen Studios,2014,84.71,7.0
Star Wars Pinball: The Force Awakens,Zen Studios,2016,80.5,8.0
Starblood Arena,WhiteMoon Dreams/Sony Interactive Entertainment,2017,66.67,9.0
Stardew Valley,Sickhead Games,LLC/Chucklefish,88.33,6.0
StarDrone,Beatshapers,2018,60.0,2.0
Stardust Galaxy Warriors: Stellar Climax,Dreamloop Games,2016,80.0,1.0
Stardust Vanguards,Zanrai Interactive,2016,63.75,4.0
Starlink: Battle for Atlas,Ubisoft Toronto/Ubisoft,2018,69.71,7.0
Starship Disco,Solus Games,2016,60.0,1.0
Starwhal,Breakfall,2015,77.38,8.0
State of Mind,Daedalic Entertainment,2018,67.87,15.0
Statik,Tarsier Studios,2017,85.0,7.0
STAY,Appnormals Team/PQube,2018,65.0,5.0
Stealth Inc 2: A Game of Clones,Curve Digital,2015,72.6,10.0
Stealth Inc: A Clone in the Dark Ultimate Edition,Curve Studios,2014,73.33,3.0
SteamWorld Dig,Image & Form,2014,83.81,16.0
SteamWorld Dig 2,Image & Form,2017,83.75,4.0
SteamWorld Heist,Image & Form,2016,85.0,8.0
Steel Rats,Tate Multimedia,2018,69.44,9.0
Steep,Ubisoft Annecy/Ubisoft,2016,69.82,34.0
Steep: Road to the Olympics,Ubisoft Annecy/Ubisoft,2017,69.1,10.0
Steep: The X Games Pass,Ubisoft Annecy/Ubisoft,2018,80.0,2.0
Steins;Gate 0,5pb/PQube,2016,80.31,13.0
Steins;Gate Elite,Mages./5pb,2019,88.92,13.0
STEINS;GATE: Linear Bounded Phenogram,Mages./Spike Chunsoft,2019,77.5,2.0
Stellaris: Console Edition,Paradox Development Studio/Tantalus,2019,80.14,14.0
Stellaris: Leviathans Story Pack,Paradox Development Studio/Paradox Interactive,2019,60.0,1.0
Stern Pinball Arcade,Farsight Studios/Farsight Technologies,2016,80.0,2.0
Steven Universe: Save the Light,Grumpyface Studios,2017,57.81,8.0
Stick it to the Man!,Zoink!/Ripstone,2014,76.56,9.0
Stifled,Gattai Games,2017,58.25,4.0
Stikbold! A Dodgeball Adventure,Reign Bros,2016,74.25,16.0
Still Time,Alan Zucconi,2017,55.0,1.0
Stories: The Path of Destinies,Spearhead Games,2016,75.71,33.0
Storm Boy,Blowfish Studios,2018,70.0,1.0
STRAFE,Pixel Titans/Devolver Digital,2017,41.0,2.0
Strange Brigade,Rebellion,2018,74.0,20.0
Strange Brigade: The Thrice Damned 1 - Isle of the Dead,Rebellion,2018,80.0,1.0
Stranger Things 3: The Game,BonusXP/Netflix,2019,54.8,5.0
Street Fighter V,Capcom,2016,77.4,59.0
Street Fighter V: Arcade Edition,Capcom,2018,86.67,21.0
Street Fighter: 30th Anniversary Collection,Capcom,2018,83.96,13.0
Strider,Double Helix Games/Capcom,2014,76.84,34.0
Strike Suit Zero: Director's Cut,Born Ready Games,2014,67.56,16.0
Strike Vector EX,Ragequit Corporation,2016,73.69,13.0
Strikers Edge,Fun Punch Games,2018,68.8,10.0
Styx: Master of Shadows,Cyanide/Focus Home Interactive,2014,68.88,8.0
Styx: Shards of Darkness,Cyanide/Intergrow,2017,71.32,19.0
Subaeria,Studios Illogika,2018,40.0,2.0
Subdivision Infinity DX,Mistfly Games/Blowfish Studios,2019,70.0,1.0
Subject 13,Paul Cuisset/Microids,2016,60.67,3.0
Sublevel Zero Redux,Sigtrap Games,2017,66.67,3.0
Submerged,Uppercut Games Pty Ltd,2015,60.29,26.0
Submersed,Main Loop/Factoria Cultural Gestio,S.L.,41.25,4.0
Subnautica,Unknown Worlds Entertainment,2018,82.5,8.0
Subterrain,Pixellore,2017,80.0,1.0
Sudden Strike 4,Kalypso,2017,66.67,6.0
Suicide Guy,Chubby Pixel,2018,70.0,2.0
Summon Night 6: Lost Borders,Media Vision/GAIJINWORKS,2017,68.33,6.0
Sundered,Thunder Lotus Games,2017,71.5,15.0
Sunless Sea: Zubmariner Edition,Failbetter Games,2018,75.0,6.0
Super Blackjack Battle II Turbo Edition: The Card Warriors,Stage Clear Studios/Headup Games,2018,60.0,1.0
Super Blood Hockey,Loren Lemcke/Digerati Distribution,2019,80.0,1.0
Super Bomberman R,Konami,2018,66.0,3.0
Super Cane Magic ZERO,STUDIO EVIL/IntraGames,2019,78.75,4.0
Super Cloudbuilt,Coilworks,Double Eleven/Double Eleven,73.75,8.0
Super Daryl Deluxe,Dan & Gary Games,2018,71.0,8.0
Super Destronaut DX,Petite Games,2018,60.0,1.0
Super Dungeon Bros,React Games/Wired Productions,2016,51.11,9.0
Super Exploding Zoo,Honeyslug Ltd,2015,70.0,3.0
Super GunWorld 2,M07 Games,2017,82.5,2.0
Super Meat Boy,Team Meat/Merge Games,2015,84.0,5.0
Super Mega Baseball,Metalhead Software,2014,83.15,13.0
Super Mega Baseball 2,Metalhead Software,2018,75.0,3.0
Super Motherload,XGenStudios,2013,68.17,21.0
Super Mutant Alien Assault,Cybernate/Surprise Attack,2016,69.14,7.0
Super Neptunia RPG,Artisan Studios/Compile Heart,2019,61.37,8.0
Super Rude Bear Resurrection,Alex Rose,2017,79.0,10.0
Super Star Wars,Code Mystics Inc./Disney Interactive Studios,2015,76.67,3.0
Super Stardust Ultra,d3t Ltd/SCEA,2015,75.03,19.0
Super Stardust Ultra VR,Sony Interactive Entertainment,2016,67.6,10.0
Super Street: The Game,Motor Trend Group,2018,30.0,1.0
Super Time Force Ultra,Capy Games/8-4,2015,82.0,5.0
Super Toy Cars,Eclipse Games,2016,60.0,1.0
Super Wiloo Demake,lightUp/Ratalaika Games,2019,90.0,1.0
SUPERBEAT: XONiC,PM Studios Inc./Rising Star Games,2017,82.5,2.0
SUPERHOT,SUPERHOT,2017,80.71,7.0
SUPERHOT VR,SUPERHOT,2017,78.85,13.0
SuperHyperCube,KOKOROMI/Polytron Corp.,2016,74.33,15.0
Surf World Series,Climax Studios/Vision Games Publishing LTD,2017,70.0,4.0
Surgeon Simulator: Anniversary Edition,Bossa Studios,2014,65.6,15.0
Surgeon Simulator: Experience Reality,Bossa Studios,2016,42.0,7.0
Survive! Mr. Cube,IntraGames,2018,50.0,1.0
Surviving Mars,Haemimont Games/Paradox Interactive,2018,73.33,9.0
SwapQuest,Constantin Graf,2017,60.0,3.0
Switch Galaxy Ultra,Atomicom,2014,69.2,5.0
Switchblade,Lucid Games,2018,80.0,1.0
Sword & Fairy 6,SOFTSTAR ENTERTAINMENT INC./EastAsiaSoft,2019,56.25,4.0
Sword Art Online Re: Hollow Fragment,Aquria/Bandai Namco Games,2015,64.13,23.0
Sword Art Online: Fatal Bullet,Dimps Corporation/Bandai Namco Games,2018,62.0,25.0
Sword Art Online: Hollow Realization,Aquria/Bandai Namco Games,2016,65.05,19.0
Sword Art Online: Lost Song,Artdink/Bandai Namco Games,2015,62.28,25.0
Sword Coast Legends,n-Space/Digital Extremes,2016,54.58,6.0
Swords & Soldiers II: Shawarmageddon,Ronimo Games,2018,85.0,1.0
Syberia 3,Microids,2017,41.7,10.0
Sylvio,Stroboskop,2017,57.5,2.0
Symmetry,Sleepless Clinic,2018,70.0,1.0
Symphony of the Machine,Stirfire Studios,2017,68.33,6.0
Table of Tales: The Crooked Crown,Tin Man Games,2019,90.0,2.0
Table Top Racing: World Tour,Playrise Digital/Ripstone,2016,60.0,7.0
Tachyon Project,Eclipse Games,2016,65.44,9.0
Tacoma,Fullbright,2018,81.25,4.0
Taiko no Tatsujin: Drum Session!,Bandai Namco Games,2018,72.82,11.0
Tales from the Borderlands: A Telltale Game Series,Telltale Games,2015,86.5,4.0
Tales From The Borderlands: Episode 1 - Zer0 Sum,Telltale Games,2014,82.38,16.0
Tales From The Borderlands: Episode 2 - Atlas Mugged,Telltale Games,2015,82.21,14.0
Tales From The Borderlands: Episode 3 - Catch A Ride,Telltale Games,2015,84.0,10.0
Tales From The Borderlands: Episode 4 - Escape Plan Bravo,Telltale Games,2015,81.67,9.0
Tales From The Borderlands: Episode 5 - The Vault of the Traveler,Telltale Games,2015,89.89,9.0
Tales of Berseria,Bandai Namco Games,2017,80.54,35.0
Tales of Vesperia: Definitive Edition,QLOC/Bandai Namco Games,2019,81.0,13.0
Tales of Zestiria,Bandai Namco Games,2015,73.8,41.0
Talisman: Digital Edition,Nomad Games,2017,61.5,4.0
Tango Fiesta,Merge Games,2017,57.5,2.0
Team Sonic Racing,Sumo Digital/Sega,2019,72.49,38.0
Tearaway Unfolded,Media Molecule/SCEA,2015,81.75,44.0
Teenage Mutant Ninja Turtles: Mutants in Manhattan,PlatinumGames/Activision,2016,47.87,35.0
Tekken 7,Bandai Namco Games,2017,81.0,42.0
Tekken 7 - DLC #1: Ultimate Tekken Bowl,Bandai Namco Games,2017,52.5,4.0
Telefrag VR,Anshar Studios,2019,60.0,3.0
Tembo the Badass Elephant,Game Freak/Sega,2015,72.3,27.0
Tempest 4000,Llamasoft/Atari SA,2018,76.15,13.0
Tennis in the Face,10tons,2014,69.89,9.0
Tennis World Tour,Breakpoint/Bigben Interactive,2018,42.0,5.0
TERA,Bluehole Studio/En Masse Entertainment,2018,70.6,5.0
Terraria,Pipeworks Software,Inc./Spike Chunsoft,84.67,3.0
TerraTech,Payload Studios,2018,60.0,1.0
Tesla vs Lovecraft,10tons,2018,72.5,6.0
Teslagrad,Rain Games/Soedesco,2015,75.0,8.0
Tethered,Secret Sorcery Towers,2016,77.22,9.0
TETRA's Escape,ABX Games Studio,2018,70.0,3.0
Tetraminos,Bigben Interactive,2016,50.0,1.0
Tetris Effect,Enhance Games,2018,90.72,34.0
Tetris Ultimate,Ubisoft San Francisco/Ubisoft,2014,53.75,4.0
Tetsumo Party,Monster Couch,2019,40.0,2.0
Tharsis,Choice Provisions,2016,69.0,15.0
That Trivia Game,The Game Room,2014,45.0,6.0
That's You!,Wish Studios,2017,68.09,11.0
The 25th Ward: The Silver Case,Grasshopper Manufacture/NIS America,2018,67.88,8.0
The Adventure Pals,Massive Monster/Armor Games,2018,71.25,8.0
The Amazing Spider-Man 2,Beenox/Activision,2014,50.57,35.0
The American Dream,Samurai Punk,2018,66.67,3.0
The Angry Birds Movie 2 VR: Under Pressure,XR Games/Sony Pictures,2019,69.0,5.0
The Aquatic Adventure of the Last Human,Digerati Distribution,2018,60.0,1.0
The Assembly,nDreams,2016,51.73,11.0
The Awesome Adventures of Captain Spirit,DONTNOD Entertainment/Square Enix,2018,78.77,13.0
The Banner Saga,Stoic/Versus Evil,2016,80.0,17.0
The Banner Saga 2,Stoic/Versus Evil,2016,82.5,6.0
The Banner Saga 3,Stoic/Versus Evil,2018,88.75,4.0
The Bard's Tale IV: Director's Cut,InXile Entertainment,2019,80.0,1.0
The Bard's Tale: Remastered and Resnarkled,InXile Entertainment,2017,60.0,1.0
The Binding of Isaac: Afterbirth,Nicalis,2016,88.75,4.0
The Binding of Isaac: Rebirth,Nicalis,2014,89.42,12.0
The Bit.Trip,Choice Provisions,2015,76.67,6.0
The Blackout Club,Question,2019,73.4,10.0
The Book of Unwritten Tales 2,KING Art/Nordic Games Publishing,2015,61.88,8.0
The Bridge,Ty Taylor and Mario Castaneda/The Quantum Astrophysicists Guild,2015,70.0,1.0
The Brookhaven Experiment,Phosphor Games/Phosphor Games Studio,LLC,65.0,4.0
The Bunker,Splendy Games/Wales Interactive Ltd.,2016,69.58,12.0
The Caligula Effect: Overdose,Aquria/FuRyu,2019,60.62,8.0
The Castle Game,Neptune Interactive Inc.,2015,68.12,8.0
The Church in the Darkness,Paranoid Productions/Fellow Traveller,2019,60.0,7.0
The Coma: Recut,Devespresso Games/EastAsiaSoft,2017,65.0,2.0
The Copper Canyon Shoot Out,Black Dragon Studios,2019,60.0,1.0
The Council,Big Bad Wolf/Focus Home Interactive,2018,73.33,6.0
The Council - Episode 1: The Mad Ones,Big Bad Wolf/Focus Home Interactive,2018,76.73,15.0
The Council - Episode 2: Hide and Seek,Big Bad Wolf/Focus Home Interactive,2018,73.0,8.0
The Council - Episode 3: Ripples,Big Bad Wolf/Focus Home Interactive,2018,69.0,5.0
The Council - Episode 4: Burning Bridges,Big Bad Wolf/Focus Home Interactive,2018,80.0,6.0
The Council - Episode 5: Checkmate,Big Bad Wolf/Focus Home Interactive,2018,68.75,4.0
The Count Lucanor,Baroque Decay/Merge Games,2017,80.0,1.0
The Crew,Ivory Tower/Ubisoft,2014,58.73,37.0
The Crew 2,Ubisoft Ivory Tower/Ubisoft,2018,63.86,28.0
The Crew: Calling All Units,Ubisoft,2016,50.0,2.0
The Crew: Wild Run,Ivory Tower/Ubisoft,2015,69.8,5.0
The Crew: Wild Run Edition,Ivory Tower/Ubisoft,2015,70.0,2.0
The Dark Pictures - Man of Medan,Supermassive Games/Bandai Namco Games,2019,71.03,30.0
The Deadly Tower of Monsters,ACE Team/Atlus,2016,75.87,16.0
The Deer God,Cinopt Studios LLC/Crescent Moon Games,2017,46.0,5.0
The Disney Afternoon Collection,Capcom,2017,78.96,23.0
The Dwarves,Nordic Games Publishing,2016,59.0,7.0
The Elder Scrolls Online: Clockwork City,ZeniMax Media/Bethesda Softworks,2017,75.0,1.0
The Elder Scrolls Online: Dark Brotherhood,ZeniMax Media/Bethesda Softworks,2016,86.0,2.0
The Elder Scrolls Online: Dragon Bones,ZeniMax Media/Bethesda Softworks,2018,70.0,1.0
The Elder Scrolls Online: Elsweyr,ZeniMax Media/Bethesda Softworks,2019,74.0,2.0
The Elder Scrolls Online: Gold Edition,ZeniMax Media/Bethesda Softworks,2016,78.0,1.0
The Elder Scrolls Online: Horns of the Reach,ZeniMax Media/Bethesda Softworks,2017,70.0,1.0
The Elder Scrolls Online: Morrowind,Bethesda Softworks,2017,77.5,8.0
The Elder Scrolls Online: Murkmire,Zenimax Online Studios/Bethesda Softworks,2018,77.5,2.0
The Elder Scrolls Online: Summerset,ZeniMax Media/Bethesda Softworks,2018,74.0,5.0
The Elder Scrolls Online: Tamriel Unlimited,ZeniMax Media/Bethesda Softworks,2015,73.47,17.0
The Elder Scrolls Online: Tamriel Unlimited - Orsinium,ZeniMax Media/Bethesda Softworks,2015,71.33,3.0
The Elder Scrolls Online: Tamriel Unlimited - Thieves Guild,ZeniMax Media/Bethesda Softworks,2016,85.5,2.0
The Elder Scrolls Online: Wrathstone,ZeniMax Media/Bethesda Softworks,2019,75.0,1.0
The Elder Scrolls V: Skyrim Special Edition,Bethesda Game Studios/Bethesda Softworks,2016,80.95,20.0
The Elder Scrolls V: Skyrim VR,Bethesda Softworks,2017,74.74,23.0
The Escapists,Mouldy Toof Studios/Team 17,2015,68.87,15.0
The Escapists - Alcatraz,Mouldy Toof Studios/Team 17,2015,80.0,1.0
The Escapists 2,Mouldy Toof Studios/Team 17,2017,75.07,15.0
The Escapists: The Walking Dead,Team 17/Sold Out Software,2016,60.0,5.0
The Evil Within,Tango Gameworks/Bethesda Softworks,2014,75.44,45.0
The Evil Within 2,Tango Gameworks/Bethesda Softworks,2017,75.87,36.0
The Evil Within: The Assignment,Tango Gameworks/Bethesda Softworks,2015,79.27,11.0
The Evil Within: The Consequence,Tango Gameworks/Bethesda Softworks,2015,70.12,8.0
The Evil Within: The Executioner,Tango Gameworks/Bethesda Softworks,2015,54.67,3.0
The Exorcist: Legion VR,LegionVR,LLC,78.0,5.0
The Fall,Over The Moon,2015,80.0,6.0
The Fall Part 2: Unbound,Over The Moon,2018,69.29,7.0
The Final Station,Do My Best Games/tinyBuild,2016,70.0,2.0
The First Tree: Console Edition,David Wehle,2018,86.67,3.0
The Flame in the Flood: Complete Edition,The Molasses Flood/Curve Digital,2017,78.44,18.0
The Forest,Endnight Studios,2018,79.62,8.0
The Gardens Between,The Voxel Agents,2018,74.62,13.0
The Girl and the Robot,Flying Carpets Games,2017,20.0,1.0
The Golf Club,HB Studios Multimedia,2014,66.14,7.0
The Golf Club (Collector's Edition),Maximum Games,2015,70.0,2.0
The Golf Club 2,HB Studios Multimedia/Maximum Games,2017,75.95,11.0
The Golf Club 2019 featuring PGA Tour,HB Studios Multimedia,2018,74.4,5.0
The Grand Tour Game,Amazon Game Studios,2019,50.0,2.0
The Hong Kong Massacre,VRESKI,2019,65.57,7.0
The House in Fata Morgana,FuRyu/Limited Run Games,2019,95.0,1.0
The Huntsman: Winter's Curse,Desert Owl Games LLC,2016,44.38,8.0
The Idolm@ster Cinderella Girls: Viewing Revolution,Bandai Namco Games,2017,40.0,1.0
The Incredible Adventures of Van Helsing II,NeocoreGames,2017,50.0,1.0
The Incredible Adventures of Van Helsing: Extended Edition,NeocoreGames,2017,60.83,6.0
The Infectious Madness of Doctor Dekker,D'Avekki Studios Limited/Wales Interactive Ltd.,2018,61.43,7.0
The Inner World,Fizbin/Headup Games,2017,75.0,2.0
The Inner World: The Last Wind Monk,Fizbin/Headup Games,2017,60.0,2.0
The Inpatient,Supermassive Games/Sony Interactive Entertainment,2018,57.88,25.0
The Invisible Hours,Tequila Works/GameTrust,2017,83.75,4.0
The Jackbox Party Pack,Jackbox Games,Inc.,85.0,3.0
The Jackbox Party Pack 2,Jackbox Games,Inc.,75.83,6.0
The Jackbox Party Pack 3,Jackbox Games,Inc.,75.0,2.0
The Jackbox Party Pack 4,Jackbox Games,Inc.,72.5,4.0
The Jackbox Party Pack 5,Jackbox Games,Inc.,80.0,8.0
The Keeper of 4 Elements,A-steroids,2016,45.0,2.0
The King of Fighters XIV,SNK Corporation/Deep Silver,2016,78.96,38.0
The King's Bird,Serenity Forge/Graffiti Games,2019,62.75,4.0
The Last Blade 2,Code Mystics Inc./SNK Corporation,2016,80.0,1.0
The Last Door: Complete Edition,The Game Kitchen,2019,85.0,1.0
The Last Guardian,SCE Japan Studio/Sony Interactive Entertainment,2016,82.13,62.0
The Last of Us Remastered,Naughty Dog/SCEA,2014,95.7,43.0
The Last Remnant Remastered,Square Enix,2018,71.36,11.0
The Last Tinker: City of Colors,LOOT Entertainment,2014,67.86,21.0
The Legend of Heroes: Trails of Cold Steel,Falcom,2019,80.83,12.0
The Legend of Heroes: Trails of Cold Steel II,Falcom,2019,77.54,13.0
The Legend of Korra,PlatinumGames/Activision,2014,54.17,18.0
The LEGO Movie 2 Videogame,TT Games/Warner Bros. Interactive Entertainment,2019,55.4,10.0
The LEGO Movie Videogame,TT Games/Warner Bros. Interactive Entertainment,2014,68.4,15.0
The LEGO NINJAGO Movie Video Game,TT Games/Warner Bros. Interactive Entertainment,2017,68.47,15.0
The Liar Princess and the Blind Prince,Nippon Ichi Software,2019,74.0,5.0
The Little Acre,Curve Digital,2016,68.32,19.0
The Long Dark,Hinterland,2017,74.25,10.0
The Long Journey Home,Daedalic Studio West/Daedalic Entertainment,2018,60.0,1.0
The Long Reach,Painted Black Games,2018,67.5,2.0
The Lost Bear,Fabrik Games,2017,71.67,3.0
The Lost Child,Kadokawa,2018,58.33,6.0
The Lost Legends of Redwall: The Scout,BS Holdings,LLC,50.0,1.0
The Mage's Tale,InXile Entertainment,2019,69.86,7.0
The Magic Circle: Gold Edition,Question,2016,74.23,13.0
The Messenger,Sabotage Studio,2019,83.33,6.0
The Metronomicon: Slay the Dance Floor,Puuba/Akupara Games,2017,81.5,8.0
The Midnight Sanctuary,Cavyhouse/Unties,2018,50.0,4.0
The Missing: JJ Macfield and the Island of Memories,White Owls/Arc System Works,2018,81.25,4.0
The Mooseman,Vladimir Beletsky/Sometimes You,2018,60.0,2.0
The Mummy Demastered,WayForward,2017,75.14,7.0
The Ninja Saviors: Return of the Warriors,NATSUME ATARI Inc./Taito Corporation,2019,80.0,2.0
The Occupation,White Paper Games/Humble Bundle,2019,66.18,14.0
The Onion Knights,2017,na,50.0,1.0
The Order: 1886,Ready at Dawn/SCEA,2015,62.61,66.0
The Padre,Shotgun with Glitters/Feardemic,2019,40.0,1.0
The Park,Funcom,2016,55.27,11.0
The Path of Motus,MichaelArts,2018,65.0,1.0
The Peanuts Movie: Snoopy's Grand Adventure,Behaviour Interactive/Activision,2015,65.0,2.0
The Persistence,Firesprite,2018,77.91,11.0
The Pierhead Arcade,Mechabit Ltd,2018,55.0,1.0
The Pinball Arcade,Farsight Studios,2013,85.0,6.0
The Playroom VR,Sony Interactive Entertainment,2016,76.67,3.0
The Princess Guide,Nippon Ichi Software,2019,45.0,2.0
The Quiet Man,Human Head Studios/Square Enix,2018,27.15,10.0
